worker_id,gender,age,party,voting_for,state,title,source,candidate,flesch,is_complex,fair,trust
36620760,male,18-29,no_affiliation,Not Voting,NY,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,1,0
36620760,male,18-29,no_affiliation,Not Voting,NY,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,-1,0
36620760,male,18-29,no_affiliation,Not Voting,NY,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,0,0
36620760,male,18-29,no_affiliation,Not Voting,NY,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,-1,1
36620760,male,18-29,no_affiliation,Not Voting,NY,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,-1,0
36620760,male,18-29,no_affiliation,Not Voting,NY,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,1,1
36620760,male,18-29,no_affiliation,Not Voting,NY,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,0,1
36620760,male,18-29,no_affiliation,Not Voting,NY,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,1
36620420,male,18-29,no_affiliation,Not Voting,NY,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,1,1
36620420,male,18-29,no_affiliation,Not Voting,NY,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,0,1
36620420,male,18-29,no_affiliation,Not Voting,NY,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,0,-1
36620420,male,18-29,no_affiliation,Not Voting,NY,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,-1,0
36620420,male,18-29,no_affiliation,Not Voting,NY,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,1,0
36620420,male,18-29,no_affiliation,Not Voting,NY,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,-1,0
36620420,male,18-29,no_affiliation,Not Voting,NY,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,0,-1
36620420,male,18-29,no_affiliation,Not Voting,NY,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,1
21088425,female,50-64,democrat,Hillary Clinton,MI,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,1,2
21088425,female,50-64,democrat,Hillary Clinton,MI,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,1,2
21088425,female,50-64,democrat,Hillary Clinton,MI,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,-1,0
21088425,female,50-64,democrat,Hillary Clinton,MI,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,0,0
21088425,female,50-64,democrat,Hillary Clinton,MI,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,1,1
21088425,female,50-64,democrat,Hillary Clinton,MI,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,1,2
21088425,female,50-64,democrat,Hillary Clinton,MI,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,1,1
